Parent,Child,CONVERSION RATE,Parent Description,Child Description,Parent QSU,Child QSU,Parent SU,Child SU
1590125K,1590125KEA,3,TAPE GRAY 25MMX55M 3/CS,TAPE GRAY 25MMX55M,00003,00001,CS,EA
FB0129112,FB0129112EA,50,BEAKER DIS PP 400ML GRAD 50/PK,BEAKER DIS PP 400ML GRAD 1/EA,00050,00001,PK,EA
FB012918,FB012918EA,100,BEAKER DIS PP 15ML GRAD 100/PK,BEAKER DIS PP 15ML GRAD 1/EA,00100,00001,PK,EA
19154620,19154620EA,6,CHILL ITS 6615 STARS 6/CS,CHILL ITS 6615 STARS 1/EA,00006,00001,CS,EA
19154621,19154621EA,6,CHILL ITS 6615 CAMO 6/CS,CHILL ITS 6615 CAMO 1/EA,00006,00001,CS,EA
19154622,19154622EA,6,CHILL ITS 6615 RED 6/CS,CHILL ITS 6615 RED 1/EA,00006,00001,CS,EA
19154623,19154623EA,6,CHILL ITS 6615 NAVY 6/CS,CHILL ITS 6615 NAVY 1/EA,00006,00001,CS,EA
19154624,19154624EA,6,CHILL ITS 6615 BLUE 6/CS,CHILL ITS 6615 BLUE 1/EA,00006,00001,CS,EA
19154626,19154626EA,6,CHILL ITS 6615 FLAMES 6/CS,CHILL ITS 6615 FLAMES 1/EA,00006,00001,CS,EA
19154630,19154630EA,6,CHILL ITS 6630 CAMO 6/CS,CHILL ITS 6630 CAMO 1/EA,00006,00001,CS,EA
19154631,19154631EA,6,CHILL ITS 6630 RED 6/CS,CHILL ITS 6630 RED 1/EA,00006,00001,CS,EA
19154635,19154635EA,6,CHILL ITS 6630 FLAMES 6/CS,CHILL ITS 6630 FLAMES 1/EA,00006,00001,CS,EA
191202190,191202190EA,100,SCRUBPAD DIAMND 360 GRIT 100CS,SCRUBPAD DIAMND 360G .078X3X4,00100,00001,CS,EA
FB1012000,FB1012000EA,4,BEAKER HEVI DUTY 2000ML 4/PK,BEAKER HEVI DUTY 2000ML 1/EA,00004,00001,PK,EA
02991525,02991525EA,24,16OZ NAT JAR WHPP UNL 24CS,16OZ NAT JAR WHPP UNL EACH,00024,00001,CS,EA
03411629,03411629EA,3,TAPE LABEL WRITE-ON WHT 3PK,TAPE LABEL WRITE-ON WHT EACH,00003,00001,PK,EA
02991517,02991517EA,24,32OZ NAT JAR WHPP UNL 24CS,32OZ NAT JAR WHPP UNL EACH,00024,00001,CS,EA
02992017,02992017PK,20,4X6 CL LDPE 2MIL ZP BG 1000CS,4X6 CL LDPE 2MIL ZP BG 50/PK,01000,00050,CS,PK
02992559,0299255EA,48,2OZ CL GR AC BKPH PV 48CS,2OZ CL GR AC BKPH PV EACH,00048,00001,CS,EA
02992759,02992759EA,4,128OZ CL STD WM BKPH PV 4CS,128OZ CL STD WM BKPH PV EACH,00004,00001,CS,EA
02992965,02992965PK,20,6X9 CL LDPE 2MIL ZP BG 1000CS,6X9 CL LDPE 2MIL ZP BG 50/PK,01000,00050,CS,PK
02992970,02992970PK,20,8X10 CL LDPE 2MIL ZP BG 1000CS,8X10 CL LDPE 2MIL ZP BG 50/PK,01000,00050,CS,PK
0340915C,0340915CEA,4,WASH BOTTLE WM 500ML 4/PK,WASH BOTTLE WM 500ML EACH,00004,00001,PK,EA
0344822,0344822PK,6,LATEX BULB 2ML 72/PK,LATEX BULB 2ML 12/PK,00072,00012,PK,PK
K8972350008,K89723508EA,5,NMR TUBE 8 IN 1/CS,NMR TUBE 8 IN EACH,5,1,CS,EA
10280,10280EA,10,FORCEPS STGT STAINLESS 10/PK,FORCEPS STGT STAINLESS EACH,00010,00001,PK,EA
1050028,1050028EA,4,BOX CRYOVIAL STRG 1.2-2ML 4/PK,BOX CRYOVIAL STRG 1.2-2ML EACH,00004,00001,PK,EA
14081A,14081AEA,5,81 PL PP FREEZER BX NAT 5/PK,81 PL PP FREEZER BX NAT EACH,00005,00001,PK,EA
14853164B,14853164BEA,10,HYDRNSTRPS PH1-11 10VIALS/CS,3YDRNSTRPS PH1-11 1 VIAL/EACH,00010,00001,CS,EA
064148,064148EA,10,BTL SQ MEDA 1L CAO GL45 10/CS,BTL SQ MEDA 1L CAO GL45 1/EA,00010,00001,CS,EA
07202150,07202150PK,12,MINI BIOREACT 50ML CT 300/CS,MINI BIOREACT 50ML CT 25/PK,00300,00025,CS,PK
19125848,19125848EA,20,CLNRM NOTEBOOK 5.5X8.5 20/CS,CLNRM NOTEBOOK 5.5X8.5 1/EA,00020,00001,CS,EA
19125849,19125849EA,10,CLNRM NOTEBOOK 8.5X11 10/CS,CLNRM NOTEBOOK 8.5X11 1/EA,00010,00001,CS,EA
19145468,19145468PK,4,EARPLUG EARSOFT REG 2000CS,EARPLUG EARSOFT REG 500/PK,02000,00500,CS,PK
013614E,013614EEA,25,CVRL TYVK ZPR ELS WA 2X 25/CS,CVRL TYVK ZPR ELS WA 2X 1/EA,00025,00001,CS,EA
13700446,13700446EA,4,MEDIA BTL SIDE GRIP 500ML 4CS,MEDIA BTL SIDE GRIP 500ML 1EA,00004,00001,CS,EA
18641,18641EA,12,TYCHEM 4000 WH 2X HOOD/NO SOCK,SARANEX COVERALL XXL 1/EA,00012,00001,CS,EA
18642,18642EA,12,TYCHEM 4000 WH XL HOOD/NO SOCK,SARANEX COVERALL XL 1/EA,00012,00001,CS,EA
19120694B,19120694BEA,12,TYCHEM 4000 WH MD HOOD/NO SOCK,CVRL SARANEX MD HD E/WA 1/EA,00012,00001,CS,EA
19120694C,19120694CEA,12,TYCHEM 4000 WH 3X HOOD/NO SOCK,CVRL SARANEX 3X HD E/WA 1/EA,00012,00001,CS,EA
19168761,19168761EA,24,CLNRM TP 1INCLR W/RED LNR 24CS,CLNRM TP 1INCLR W/RED LNR 1/EA,00024,00001,CS,EA
19304733,19304733EA,5,SCRBBELT25X12.75360DIA 5/PK,SCRBBELT25X12.75360DIA 1/EA,00005,00001,PK,EA
19304734,19304734EA,5,SCRBBELT.25X12.75800DIA 5/PK,SCRBBELT.25X12.75800DIA 1/EA,00005,00001,PK,EA
22170193,22170193PK,4,TRANS TUBE W/CAP 5ML 1000/CS,TRANS TUBE W/CAP 5ML 250/PK,01000,00250,CS,PK
19140926,19140926EA,12,FB SOCK OIL ONLY 3X4 SIN 12PK,FB SOCK OIL ONLY 3X4 SIN 1EA,00012,00001,PK,EA
FB087582,FB087582PK,25,100X15MM QUAD PETRI DISH 600CS,QUAD PETRIDISH 100X15MM 24/PK,00600,00024,CS,PK
K8971937100,K89719371EA,100,7IN 5MM NMR TUBE 100CS,7IN 5MM NMR TUBE,00100,00001,CS,EA
22363597,22363597PK,96,FB LP 10UL FLX LYL 10BG 960/PK,FL LP 10UL FLX LXL 10/PK,00960,00010,PK,PK
19168860,19168860PK,4,36X60 BLACK BAG LINER 100/PK,36X60 BLACK BAG LINER 25/PK,00100,00025,PK,PK
12565020,12565020PK,15,DISH TC 100X15MM CS150,DISH TC 100X15MM 10PK,00150,00010,CS,PK
02891A,02891AEA,72,JAR WM PP 1OZ/30ML 72/CS,JAR WM PP 1OZ/30ML 1/EA,00072,00001,CS,EA
02891B,02891BEA,48,JAR WM PP 2OZ/60ML 48/CS,JAR WM PP 2OZ/60ML 1/EA,00048,00001,CS,EA
142372,142372EA,72,SCOOP AUTOCLAV PP 75CC 72/CS,SCOOP AUTOCLAV PP 75CC 1/EA,00072,00001,CS,EA
142373,142373EA,36,SCOOP AUTOCLAVE PP 250ML 36/CS,SCOOP AUTOCLAV PP 200CC 1/EA,00036,00001,CS,EA
142376,142376EA,48,SCOOP AUTOCLAV PP 100CC 48/CS,SCOOP AUTOCLAV PP 100CC 1/EA,00048,00001,CS,EA
191202532,191202532EA,36,TP CR INDPLY WHT-1X36Y 36CS,TP CR INDPLY WHITE-1X36Y 1/EA,00036,00001,CS,EA
191202540,191202540EA,24,TP CR INDPLY WH-2X36Y 24CS,TP CR INDPLY WHT - 2X36Y 1/EA,00024,00001,CS,EA
02992807,02992807EA,24,4OZ CL SSR BKPH PV 24CS,4OZ CL SSR BKPH PV 1/EA,00024,00001,CS,EA
0340911E,0340911EEA,6,WASH BTL DISTLD H2O 500ML 6/PK,WASH BTL DISTLD H2O 500ML 1/EA,00006,00001,PK,EA
07200886,07200886PK,10,CENT TBE PP SLV 15ML FT 500/CS,CENT TBE PP SLV 15ML FT  50/PK,00500,00050,CS,PK
50486643,50486643EA,3,SPICSPN ALL PRP/GLS/DISFT 3/CS,SPICPSN ALL PRP/GLS/DISFT 1EA,00003,00001,CS,EA
14826127,14826127EA,12,SHARPS COLLECTOR 6.9QT 12/CS,SHARPS COLLECTOR 6.9QT 1/EA,00012,00001,CS,EA
12567650,12567650PK,24,DISH NUNCLON 100X20M 240CS,DISH NUNCLON 100X20M 10PK,00240,00010,CS,PK
19160965,19160965PK,40,PROSAT HW KNIT 70IPA STR 800CS,PROSAT HW KNIT 70IPA STR 20/PK,00800,00020,CS,PK
191301511,191301511PK,10,GENPRO BEARD COVER WHT 1000/CS,ALPHA PROTEC BEARD COVER 100PK,01000,00100,CS,PK
19824560,19824560EA,6,FILTER OVAGHE EVA 6/PK,FILTER OVAGHE EVA 1 EA,00006,00001,PK,EA
055394,055394PK,10,CENT TBE PP SLV 15ML PG 500/CS,CENT TBE PP SLV 15ML PG 50/PK,00500,00050,CS,PK
055397,055397PK,20,CENT TBE ST PP BK 50ML 500/CS,CENT TBE ST PP BK 50ML 25/PK,00500,00025,CS,PK
1798143A,1798143APK,10,CAPS BOUFFANT KLNGD M 1000/CS,CAPS BOUF KLNGD M 21 IN 100/PK,01000,00100,CS,PK
19038564,19038564PK,4,PROSAT HWKNIT 12IN 70IPA 600CS,PROSAT HWKNIT 12IN 70IPA 150PK,00600,00150,CS,PK
19042094,19042094EA,6,AQUAHOL STERLE ALCHL 500ML 6CS,AQUAHOL STERLE ALCHL 500ML EA,00006,00001,CS,EA
191304683A,191304683AP,12,GLV 13GAG PALMCOAT BL S 12/DZ,GLV 13GAG PALMCOAT BL  S 1PR,00012,00001,DZ,PR
191304683B,191304683BP,12,GLV 13GAG PALMCOAT BL M 12PR,GLV 13GAG PALMCOAT BL M 1PR,00012,00001,DZ,PR
191304683C,191304683CP,12,GLV 13GAG PALMCOAT BL L 12PR.,GLV 13GAG PALMCOAT BL L 1PR,00012,00001,DZ,PR
191304683D,191304683DP,12,GLV 13GAG PALMCOAT BL XL 12/DZ,GLV 13GAG PALMCOAT BL XL 1PR,00012,00001,DZ,PR
19181510,19181510EA,4,ADHSVE ENT MAT 30/S 36X36 4/CS,TACKY MAT 36X36 1EA,00004,00001,CS,EA
13683706,13683706PK,4,CBT ADVANCED 10ML STNDRD 100CS,CBT ADVANCED 10ML STNDRD 25/PK,00100,00025,CS,PK
02993433,02993433PK,48,22-400 BKPH PLYCN RIB CP 576CS,22-400 BKPH PLYCN RIB CAP/PK,00576,00012,CS,PK
07202000,07202000PK,20,FLASK 75CM2 U-SHAPE VENT 100CS,FLASK 75CM2 U-SHAPE VENT 5/PK,00100,00005,CS,PK
0974063B,0974063BEA,12,FLT UNIT 50MM 500ML PES 12/CS,FLT UNIT 50MM 500ML PES 1/EA,00012,00001,CS,EA
12556001,12556001PK,50,BIOLITE 60MM TC DISH 500/CS,BIOLITE 60MM TC DISH 10/PK,00500,00010,CS,PK
12556008,12556008EA,50,BIOLITE 96 WELL MULTIDISH 50CS,BIOLITE 96 WELL MULTIDISH EACH,00050,00001,CS,EA
12556000,12556000PK,50,BIOLITE 35MM TC DISH 500/CS,BIOLITE 35MM TC DISH 10/PK,00500,00010,CS,PK
13700447,13700447EA,4,MEDIA BTL SIDE GRIP 1L 4CS,MEDIA BTL SIDE GRIP 1L,00004,00001,CS,EA
K28019100,K28019100EA,4,FLASK VOLUMETRIC 100ML 4/CS,FLASK VOLUMETRIC 100ML,00004,00001,CS,EA
UFC501096,UFC501096PK,4,AMICON ULTRA 0.5ML 10KDA 96PK,AMICON ULTRA 0.5ML 10KDA 24PK,00096,00024,PK,PK
UFC801096,UFC801096PK,4,AMICN ULTRA CNTRFUGL 4ML 96PK,AMICN ULTRA CNTRFUGL 4ML 24PK,96,24,PK,PK
UFC805096,UFC805096PK,4,AMCN ULTR CNTRFGL4ML 50K 96PK,AMCN ULTR CNTRFGL4ML 50K 24PK,96,24,PK,PK
UFC810096,UFC810096PK,4,AMICN ULTRA CNTRFUGL 4ML 96PK,AMICN ULTRA CNTRFUGL 4ML 24PK,96,24,PK,PK
UFC901096,UFC901096PK,4,AMICN ULTRA CNTRFUGL 15ML 96CS,AMICN ULTRA CNTRFUGL 15ML 24PK,96,24,CS,PK
UFC905096,UFC905096PK,4,AMICON ULT CENTGL 50KMWCO 96CS,AMICON ULT CENTGL 50KMWCO 24PK,96,24,PK,PK
14100G,14100GEA,5,100 PL PP FREEZER BX ASS 5/PK,100 PL PP FREEZER BX ASS,00005,00001,PK,EA
0334173D,0334173DPK,5,VIAL SCINT 20ML PET 500/CS,VIAL SCINT 20ML PET 100/PK,00500,00100,CS,PK
E951033308,E951033308P,10,DWP96/1000 PROT LOB WHITE PK80,DWP96/1000 PROT LOB WHITE 8PK,00080,00008,PK,PK
1367610Q,1367610QPK,4,PIPET STER 50ML 0.5GRAD 100/CS,PIPET STER 50ML 0.5GRAD 25/PK,00100,00025,CS,PK
103467B,103467BEA,12,STR DSP PETG FLSK PBT500ML12CS,STR DSP PETG FLSK PBT500ML 1EA,00012,00001,CS,EA
191302071,191302071PK,3,SHOE COVER XL A/S BLUE 300/CS,SHOE COVER XL A/S BLUE 100/PK,00300,00100,CS,PK
14387069,14387069PK,10,MATRIX RESERVOIR 25ML 100/CS,MATRIX RESERVOIR 25ML 10/PK,00100,00010,CS,PK
14130E,14130EEA,39,RUBBER STOPPER NO3 APPX 39/PK,RUBBER STOPPER NO3 1EA,00039,00001,PK,EA
14130K,14130KEA,18,RUBBER STOPPER NO6 1/2 APX18PK,RUBBER STOPPER NO6 1/2 1EA,00018,00001,PK,EA
14135N,14135NEA,10,RUB STPR 1 HOLE NO9 APPX 10PK,RUB STPR 1 HOLE NO9 1EA,00010,00001,PK,EA
03411732,03411732EA,4,WASHBTL WATER GHSVENT 500ML4PK,WASHBTL WATER GHSVENT 500ML,00004,00001,PK,EA
03411722,03411722EA,4,WASHBTL DIH2O GHSVENT 500MLHS,WASHBTL DIH2O GHSVENT 500MLHS,00004,00001,PK,EA
19006213,19006213EA,25,A35CVRL 2NDGEN L EL WR/AK 25CS,A35CVRL 2NDGEN L EL WR/AK 1 EA,00025,00001,CS,EA
19006216,19006216EA,25,A35CVRL 2NDGN 3X EL WR/AK 25CS,A35CVRL 2NDGN 3X EL WR/AK 1 EA,00025,00001,CS,EA
1043733,1043733EA,4,FUNNEL 5.5IN 38-430 CLOSRE 4CS,FUNNEL 5.5IN 38-430 CLOSRE 1EA,00004,00001,CS,EA
07200129,07200129PK,40,RESERVOIR 100ML BULK 200/CS,RESERVOIR 100ML BULK 5/PK,00200,00005,CS,PK
FB0875711A,FB0875711AP,25,100X 15MM SQUARE 500/CS,100X 100MM SQUARE 20/PK,00500,00020,CS,PK
MT25055CI,MT25055CIEA,6,MEDATCH S WFI QUALTY WATER 6CS,MEDATCH S WFI QUALTY WATER 1EA,00006,00001,CS,EA
12556002,12556002PK,20,BIOLITE 100MM TC DISH 200/CS,BIOLITE 100MM TC DISH 10/PK,00200,00010,CS,PK
02912732,02912732PK,10,CRYOELITE 2ML FS PTCH 500/CS,CRYOELITE 2ML FS PTCH 50/PK,00500,00050,CS,PK
22170213,22170213PK,4,HEMA SMPLE VIAL W/CAP 1000/CS,HEMA SMPLE VIAL W/CAP 250/PK,01000,00250,CS,PK
14559486,14559486EA,10,BIOHITTIP 1200 UL PK960,BIOHITTIP 1200 UL 96/EA,960,96,PK,EA
13303001,13303001EA,24,24HR 3500ML WHT SPOUT CAP24/CS,24HR 3500ML WHT SPOUT CAP 1/EA,00024,00001,CS,EA
2138127A,2138127APK,10,RESERVOIR RGNT 100ML BLK100/CS,RESERVOIR RGNT 100ML BLK 10/PK,00100,00010,CS,PK
0259110A,0259110AEA,12,BEAKER GRIFFIN PP 50ML 12/PK,BEAKER GRIFFIN PP 50ML 1/EA,00012,00001,PK,EA
0259110E,0259110EEA,6,BEAKER GRIFFIN PP 400ML 6/PK,BEAKER GRIFFIN PP 400ML 1/EA,00006,00001,PK,EA
10347D,10347DEA,12,FUNNEL ANALY PP 65MM 12/PK,FUNNEL ANALY PP 65MM 1/EA,00012,00001,PK,EA
21402482,21402482EA,10,ART 10RE LR ADV ST CLR 960/PK,ART 10RE LR ADV ST CLR 96/EA,960,96,PK,EA
21402565,21402565EA,10,HLT SOFTFITL 250CL TIP 960/PK,HLT SOFTFITL 250CL TIP 96/EA,960,96,PK,EA
02682268,02682268EA,8,1000 ART HINGE RACK 768/PK,MBP TIPS,768,96,PK,EA
02707404,02707404EA,10,1000UL FLTR TIP STR 960/PK,MBP TIPS,960,96,PK,EA
02707416,02707416EA,10,200UL TIP RACK STER 960/PK,200UL TIP RACK STER 96/EA,960,96,PK,EA
02707430,02707430EA,10,200UL TIP STER FLTR 960/PK,200UL TIP STER FLTR 96/EA,960,96,PK,EA
02707432,02707432EA,10,20UL TIP STER FLTR 960/PK,20UL TIP STER FLTR 96/EA,960,96,PK,EA
02707437,02707437EA,10,10UL TIP RACK STER 960/PK,10UL TIP RACK STER 96/EA,960,96,PK,EA
02707439,02707439EA,10,10UL TIP STER FLTR 960/PK,10UL TIP STER FLTR 96/EA,960,96,PK,EA
02707442,02707442EA,10,10UL TIP STER FLTR 960/PK,QSP PL SUREONE PIPET TIPS,960,96,PK,EA
033377AA,033377AAEA,10,CRYOBOX 10X10 1.0/1.5 PC 10/CS,CRYOBOX 10X10 1.0/1.5 PC 1EA,00010,00001,CS,EA
033377C,033377CPK,20,VIAL CRYOGENIC 1.2ML 500/CS,VIAL CRYOGENIC 1.2ML 25/PK,00500,00025,CS,PK
0334125L,0334125LPK,5,VIAL SCINT 20ML GLASS 500/CS,VIAL SCINT 20ML GLASS 100PK,00500,00100,CS,PK
0974063A,0974063AEA,12,FLT UNIT 50MM 150ML PES 12/CS,FLT UNIT 50MM 150ML PES 1EA,00012,00001,CS,EA
0974063C,0974063CEA,12,FLT UNIT 90MM 1LTR PES 12/CS,FLT UNIT 90MM 1LTR PES 1EA,00012,00001,CS,EA
0974064B,0974064BEA,12,FLT 500ML 45MM NECK PES 12/CS,FLT 500ML 45MM NECK PES 1EA,00012,00001,CS,EA
0974101,0974101EA,12,FLTR UTA-PES150ML50D.2 12CS,FLTR UTA-PES150ML50D.2 1EA,00012,00001,CS,EA
0974109,0974109EA,12,FLTRBTPA-PES45MM150ML 12CS,FLTRBTPA-PES45MM150ML 1EA,00012,00001,CS,EA
1200931,1200931EA,15,BOX SQUARE 2ML CRYULE 15/CS,BOX SQUARE 2ML CRYULE 1EA,00015,00001,CS,EA
12460451,12460451EA,10,DISPOSABLE SCALPELS 10 10PK,DISPOSABLE SCALPELS 10 1EA,00010,00001,PK,EA
12460460,12460460EA,10,DISP SAFETY SCALPL NO15 10PK,DISP SAFETY SCALPL NO15 1EA,00010,00001,PK,EA
1535055,1535055EA,4,STORAGE BOX 4/PK,STORAGE BOX 1EA,00004,00001,PK,EA
191500707,191500707PK,28,PROSAT C/P 9X11 70 IPA 1400CS,PROSAT C/P 9X11 70 IPA 50/PK,01400,00050,CS,PK
21402487,21402487EA,8,ART 1000 LR ADVTG ST CL 800/PK,QSP PL SUREONE PIPET TIPS,768,96,PK,EA
018151,018151EA,100,YG AUTO ORNG 11X8.5 100/PK,BG AUTO ORNG 8X11 1/EA,00100,00001,PK,EA
07200627,07200627PK,5,PLT 96-WL SLD BL W/LD STR C/CS,PLT 96-WL SLD BL W/LD STR 20PK,00100,00020,CS,PK
09761116A,09761116APK,20,ASSAYBLOCK 1ML NEBSTER 100/CS,ASSAYBLOCK 1ML NEBSTER 5/PK,00100,00005,CS,PK
0974063D,0974063DEA,12,FLT UNIT 50MM 250ML PES 12/CS,FLT UNIT 50MM 250ML PES,00012,00001,CS,EA
0974063E,0974063EEA,12,FLT UNIT 90MM 500ML PES 12/CS,FLT UNIT 90MM 500ML PES,00012,00001,CS,EA
12553466,12553466PK,100,COVERGLASS NO 1 1/2 1000/CS,COVERGLASS NO 1 1/2 10/PK,01000,00010,CS,PK
SCGPCAPRE,SCGPCAPREEA,10,S-CAP PLUS BOT TP FLT RS 10PK,S-CAP PLUS BOT TP FLT RS,00010,00001,PK,EA
PI15075,PI15075PK,40,RESERVOIRS 200/PK,RESERVOIRS 5/PK,00200,00005,PK,PK
0974043A,0974043AEA,12,FLT UNT MDIA PLS .2UM 1L 12/CS,FLT UNT MDIA PLS .2UM 1L 1/EA,00012,00001,CS,EA
19071371,19071371PR,12,GLV GRN DRVR SPLTBK SM 12PR,GLV GRN DRVR SPLTBK SM 1PR,00012,00001,DZ,PR
19071373,19071373PR,12,GLV GRAIN DRIVR SPLTBK MD 12PR,GLV GRAIN DRIVR SPLTBK MD 1PR,00012,00001,DZ,PR
19071375,19071375PR,12,GLV GRAIN DRIVR SPLTBK LG 12PR,GLV GRAIN DRIVR SPLTBK LG 1PR,00012,00001,DZ,PR
19071377,19071377PR,12,GLV GRN DRVR SPLTBK XL 12PR,GLV GRN DRVR SPLTBK XL 1PR,00012,00001,DZ,PR
13700500,13700500PK,10,CRYOVIAL 2.0ML COLOR CAP 500CS,CRYOVIAL 2.0ML COLOR CAP 50/PK,00500,00050,CS,PK
14665231,14665231EA,100,L CELL SPREADER STRL 100PK,L CELL SPREADER STRL EA/1,00100,00001,PK,EA
02993217,02993217PK,10,57MM ALM WEIGH DISH 1000CS,57MM ALM WEIGH DISH 100PK,01000,00100,CS,PK
091505,091505EA,2,RECEIVER 20ML 2/PK,RECEIVER 20ML 1/EA,00002,00001,PK,EA
033414,033414PK,4,16X100 BOROSIL DCT 1000/CS,16X100 BOROSIL DCT 250/PK,01000,00250,CS,PK
S94729,S94729EA,30,EMERGECY THERMAL BLANKET 30/CS,EMERGECY THERMAL BLANKET,00030,00001,CS,EA
22363122,22363122EA,36,TAN 2X5 LATX FREE 36/CS,TAN 2X5 LATX FREE,00036,00001,CS,EA
0974026A,0974026AEA,12,FLTR UN TC .20UM 1000ML 12/CS,FLTR UN TC .20UM 1000ML 1/EA,00012,00001,CS,EA
097403B,097403BEA,12,FILT UN ST .45UM 1000ML 12/CS,FILT UN ST .45UM 1000ML 1/EA,00012,00001,CS,EA
09761145,09761145PK,5,96 WELL TC CLSTR STERILE 50/CS,96 WELL TC CLSTR STERILE 10/PK,00050,00010,CS,PK
0976135,0976135EA,12,FLTR TUBE TOP 50ML 45UM 12/CS,FLTR TUBE TOP 50ML 45UM 1 EA,00012,00001,CS,EA
0976141,0976141EA,12,FILTER CA .45 1 LITER 12/CS,FILTER CA .45 1 LITER 1 EA,00012,00001,CS,EA
097617,097617EA,12,SYS FILTR .45UM STR DSP 12/CS,SYS FILTR .45UM STR DSP 1 EA,00012,00001,CS,EA
14665230,14665230PK,50,L CELL SPREADER STRL 500PK,L CELL SPREADER STRL 10PK,00500,00010,PK,PK
14830120,14830120EA,20,CONTAINR RED CLR LID 2GAL20/CS,CONTAINR RED CLR LID 2GAL 1 EA,00020,00001,CS,EA
1367633D,1367633DPK,4,PIP SER ST 5X1/5ML 960/CS,PIP SER ST 5X1/5ML 240/PK,00960,00240,CS,PK
BMA57023,BMA57023EA,9,FLASHGEL DNA CASSETTES,FLASHGEL DNA CASSETTES 1EA,9,1,EA,EA
BMA57029,BMA57029EA,9,FLASHGEL DNA CASSETTES,FLASHGEL DNA CASSETTES 1EA,9,1,EA,EA
0666538B,0666538BPK,25,GAMMA WIPE 67 STL 10SH 500/CS,GAMMA WIPE 67 STL 10SH 20/PK,00500,00020,CS,PK
07200301,07200301EA,10,TP PIPT 1-200UL STR 96RKX10/CS,TP PIPT 1-200UL STR 96RK 1/EA,960,96,CS,EA
19099572,19099572PK,24,STERILE POLYSAT 480/CS,STERILE POLYSAT 20/PK,00480,00020,CS,PK
E951020303,E951020303P,5,TWIN.TEC 96 W PLT SEMI CL 25CS,TWIN.TEC 96 W PLT SEMI CL 5/PK,00025,00005,CS,PK
UFC803096,UFC803096PK,4,AMICN ULTRA CNTRFUGL 4ML 96PK,AMICN ULTRA CNTRFUGL 4ML 24PK,96,24,PK,PK
02681374,02681374PK,10,2.0MLGRD FRSTD STRLW/CP 500/PK,2.0ML GRD FRSTD STRL W/CP 50PK,00500,00050,PK,PK
0720019,0720019PK,10,PIPET ASPIRATNG 2ML STR M/CS,PIPET ASPIRATNG 2ML STR 100/PK,01000,00100,CS,PK
0720020,0720020PK,4,PIPET ASPIRATNG 5ML STR 200/CS,PIPET ASPIRATNG 5ML STR 50/PK,00200,00050,CS,PK
07200309,07200309PK,5,PLT A12 FB TCT ST PS WH 100/CS,PLT A12 FB TCT ST PS WH 20/PK,00100,00020,CS,PK
07200598,07200598PK,2,LID CORNER NOTCH CLR STR 50/CS,LID CORNER NOTCH CLR STR 25/PK,00050,00025,CS,PK
C9944518,C9944518PK,4,CULT TUBE DCT 18X150MM 500/CS,CULT TUBE DSP 18X150MM 125/PK,00500,00125,CS,PK
14830151,14830151EA,20,SHARPS COLLECTOR 5 QT 20/CS,SHARPS COLLECTOR 5 QT 1/EA,00020,00001,CS,EA
1496215E,1496215EPK,4,TUBE TEST DSP 16X100MM 1000/CS,TUBE TEST DSP 16X100MM 250/PK,01000,00250,CS,PK
191300036,191300036PK,4,POUCHPAPERSLF 3.5X8.75IN 800CS,POUCHPAPER SLF 3.5X8 200PK,00800,00200,CS,PK
191300038,191300038PK,4,POUCHPAPER SLF5.25X10 800CS,POUCHPAPER SLF5.25X10 200PK,00800,00200,CS,PK
191300857,191300857PR,12,BLK FRM CLR LEN CREWS DZBLK F,BLK FRM CLR LEN CREWS BLK F,00012,00001,DZ,PR
2138127F,2138127FEA,50,RESERVOIR RGNT 25ML DVD 50/CS,RESERVOIR RGNT 25ML DVD 1/EA,00050,00001,CS,EA
2138127G,2138127GPK,10,REAG RESERVOIRS 50ML 100/CS,REAG RESERVOIRS 50ML 10/PK,00100,00010,CS,PK
2138127H,2138127HEA,50,REAG RES IND WRP 50ML 50/CS,REAG RES IND WRP 50ML 1/EA,00050,00001,CS,EA
19040897,19040897EA,32,MOP HEAD VERTIKLEAN 12 32CS,MOP HEAD VERTIKLEAN 12IN,00032,00001,CS,EA
19304570,19304570EA,12,MOP 14 SW W/SS 1/BG 12/CSMOP,MOP 14 SW W/SS 1/BG,00012,00001,CS,EA
07200700,07200700PK,5,ASSAY BLOCK 2ML STR 96WL 25/CS,ASSAY BLOCK 2ML STR 96WL 5/PK,00025,00005,CS,PK
BTX610,BTX610PK,5,CUVETTES PLUS 1MM GAP 50/PK,CUVETTES PLUS 1MM GAP 10/PK,00050,00010,PK,PK
BTX620,BTX620PK,5,CUVETTES PLUS 2MM GAP 50/PK,CUVETTES PLUS 2MM GAP 10/PK,00050,00010,PK,PK
BTX640,BTX640PK,5,CUVETTES PLUS 4MM GAP 50/PK,CUVETTES PLUS 4MM GAP 10/PK,00050,00010,PK,PK
1424561,1424561PK,5,IMMULON II FLAT PLATE 50/CS,IMMULON II FLAT PLATE 10/PK,00050,00010,CS,PK
1424571,1424571PK,5,DISP U PLATES RIGID STY 50/CS,DISP U PLATES RIGID STY 10/PK,00050,00010,CS,PK
1424579,1424579PK,5,IMMULON II U PLATES 50/CS,IMMULON II U PLATES 10/PK,00050,00010,CS,PK
12556005,12556005EA,50,BIOLITE 12WELL MULTIDISH 50/CS,BIOLITE 12WELL MULTIDISH,00050,00001,CS,EA
